Hotel Name,Correlation (Winter),Correlation (Spring),Correlation (Summer),Correlation (Autumn),Correlation
Silver Baron Lodge,Data not enough,-0.18634868723843262,Data not enough,0.18634868723843262,Not enough data
Silver Cloud Inn - Seattle Lake Union,Data not enough,Data not enough,-1.0,1.0,Not enough data
Silver Sands Beach Resort,-0.9999999999999999,Data not enough,0.9999999999999999,Data not enough,Not enough data
Silver Sands Oceanfront Motel,Data not enough,-1.0,1.0,Data not enough,Not enough data
Silverland Inn & Suites,-0.8033868118878948,0.9173747250388443,-0.11398791315094954,Data not enough,Not enough data
Silverstone Inn & Suites,0.18099504759546406,Data not enough,0.08795800956367564,-0.22502227193918656,0.1629672576545552
Simmons Suites,0.5753389154412543,Data not enough,Data not enough,-0.5753389154412543,Not enough data
Six South St Hotel,Data not enough,-0.9999999999999999,0.9999999999999999,Data not enough,Not enough data
Sky Harbor Bavarian Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Skyline Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sleep Inn,0.11071516977531147,0.23859056424972885,-0.357100217923133,0.05666929239779872,Not enough data
Sleep Inn & Suites,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sleep Inn & Suites Central/I-44,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sleep Inn & Suites Van Buren,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sleep Inn And Suites Danville,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sleep Inn Suites,0.5235886826024084,-0.8250125207309922,0.48684117099672136,Data not enough,Not enough data
Sleep Inn Suites Harbour Pointe,Data not enough,0.9999999999999999,-0.9999999999999999,Data not enough,Not enough data
Sleep Inn Suites Tyler South,-0.8770837300950057,Data not enough,0.8770837300950057,Data not enough,Not enough data
Sleep Inn Suites-marshall,0.832181314618583,Data not enough,-0.832181314618583,Data not enough,Not enough data
Sleep Inn Suites-van Buren,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sleep Inn and Suites,0.31601738189660317,-0.5298904879147126,-0.1641264458890164,0.30105738473977683,Not enough data
Sleep inn,Data not enough,-0.9999999999999999,0.9999999999999999,Data not enough,Not enough data
Sleepy Valley Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Slide Mountain Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Smith's Hotel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Smitty's On Snowbank,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Smoky Mountain Motor Lodge,Data not enough,Data not enough,-1.0,1.0,Not enough data
Snowshoe Motel,Data not enough,Data not enough,-1.0,1.0,Not enough data
Soho Grand Hotel,-1.0,Data not enough,1.0,Data not enough,Not enough data
Solstice Motorcoach Resort,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Solvang Inn Cottages,1.0,Data not enough,-1.0,Data not enough,Not enough data
Sonesta ES Suites Columbia Baltimore,-0.2118318958587813,0.01630264192038694,0.2487081019729758,-0.11490584037609952,-0.0054112605471164895
Sonesta ES Suites Flagstaff,Data not enough,Data not enough,0.3554148795853251,-0.355414879585325,0.24766414183453056
Sonesta Es Suites Charlotte,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sonesta Es Suites St Louis,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sonesta Resort Hilton Head Island,0.190292384709636,0.15936248741013312,0.03748806423304637,-0.32111457763580253,Not enough data
Sonestaes Suites Charlotte,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Song of the Sea,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Soniat House,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sonoran Suites of San Diego,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sound Board,0.11666083082681653,0.40084912313923887,0.25451453524457673,-0.7256685843635511,Not enough data
South Congress Hotel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Spartan Inn,Data not enough,0.5000766890765684,-0.5000766890765684,Data not enough,Not enough data
Sportsman Lodge,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
SpringHill Suites Atlanta Buckhead,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
SpringHill Suites Boise,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
SpringHill Suites Boise Parkcenter,-0.11967925180981982,0.11967925180981984,Data not enough,Data not enough,Not enough data
SpringHill Suites Chesapeake Greenbrier,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
SpringHill Suites Coeur d'Alene,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
SpringHill Suites Coeur dAlene,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
SpringHill Suites Denver North/Westminster,0.27338483862452245,Data not enough,-0.7507216767121011,0.47733683808757854,Not enough data
SpringHill Suites Indianapolis Downtown,Data not enough,-1.0,1.0,Data not enough,Not enough data
SpringHill Suites Lafayette South at River Ranch,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
SpringHill Suites Las Vegas Convention Center,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
SpringHill Suites Los Angeles LAX/Manhattan Beach,Data not enough,Data not enough,-0.07738324600409587,0.07738324600409587,Not enough data
SpringHill Suites Minneapolis Eden Prairie,-0.5277426619037369,0.0825305251541971,0.5433549764371256,-0.08013329304745179,Not enough data
SpringHill Suites Naples,-0.33885172764555765,0.5745442442612732,-0.2721300729770723,Data not enough,-0.24811859594968447
SpringHill Suites Norfolk Old Dominion University,1.0,Data not enough,-1.0,Data not enough,Not enough data
SpringHill Suites Paso Robles Atascadero,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
SpringHill Suites Phoenix Chandler/Fashion Center,Data not enough,1.0,-1.0,Data not enough,Not enough data
SpringHill Suites San Diego Downtown/Bayfront,0.19778403589681653,-0.2124545016986351,0.09036566079419397,-0.0011856547075561174,Not enough data
SpringHill Suites San Diego Rancho Bernardo/Scripps Poway,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
SpringHill Suites Seattle Downtown/South Lake Union,0.01626576401072462,0.0871472494671563,-0.09091066185863875,0.007932973201990753,0.06341223861242154
SpringHill Suites by Marriott Norfolk Virginia Beach,0.10915347916270426,-0.11720203680035234,-0.10126033119515256,0.1304133296495517,0.09570639273152293
SpringHill Suites by Marriott Virginia Beach Oceanfront,-0.2309741810119685,0.22797584809944976,0.3513518699602419,-0.5093147888020182,Not enough data
Springhill Suites Cincinnati Midtown,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Springhill Suites Pensacola,Data not enough,1.0,-1.0,Data not enough,Not enough data
Springhill Suites-fairbanks,0.1129025170181639,0.7261552340746592,-0.9513943567510842,Data not enough,Not enough data
Springs Motel LLC,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Spur Of The Moment Ranch,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
St George Inn Suites St George,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
St George Motor Inn,0.9999999999999999,Data not enough,-0.9999999999999999,Data not enough,Not enough data
"St. James Hotel, an Ascend Hotel Collection Member",0.03466313995028332,-0.13189296787915036,0.000738808339650651,0.11308344587774574,-0.03739832214907821
Stage Stop Hotel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
State Street Mansion Bed and Breakfast,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Staybridge Suites,0.1392007688461095,Data not enough,-0.6433037955954233,0.5722788439427742,Not enough data
Staybridge Suites Chantilly Dulles Airport,Data not enough,-0.015837773035051635,-0.3386228427595898,0.4341238213047916,Not enough data
Staybridge Suites El Paso Airport Area,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Staybridge Suites Indianapolis-Carmel,-0.9999926858468473,0.5033086215358502,Data not enough,0.4966840643109972,Not enough data
Staybridge Suites Indianapolis-carmel,-1.0,1.0,Data not enough,Data not enough,Not enough data
Staybridge Suites Lincoln Northeast,1.0,-1.0,Data not enough,Data not enough,Not enough data
Staybridge Suites Omaha 80th And Dodge,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Staybridge Suites Rockford,-0.9162907834276698,0.8050004048737002,Data not enough,0.11129037855396937,Not enough data
Staybridge Suites-colorado Springs,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sterling Gardens Hotel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Stone Brook Resort,Data not enough,0.21730879050434895,-0.20982408134145944,0.03967217701305515,Not enough data
Stonebrook Lodge,0.9999999999999999,-0.9999999999999999,Data not enough,Data not enough,0.9999999999999999
Stonersville Hotel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Studio 6-vernal,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Suburban Extended Stay,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Suburban Extended Stay Hotel,Data not enough,Data not enough,0.9999012935001391,-0.9999012935001391,Not enough data
Sugar Maple Inn,Data not enough,Data not enough,-0.5997342263273812,0.5997342263273812,Not enough data
Sunbeam Motel,Data not enough,-0.9999999999999999,0.9999999999999999,Data not enough,Not enough data
Suncoast Hotel and Casino,0.11402016181866396,-0.343535372702526,0.1540596116560715,0.12437323090503409,0.032318761221494005
Sunny Rest Lodge,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sunrise Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sunset Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sunset Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Sunshine Inn,Data not enough,0.33311151944384,-0.5951605353837133,0.3939386276858545,Not enough data
Sunshine Motel,0.6342655613375053,-0.9866702316570557,0.3524046703195503,Data not enough,Not enough data
Super 8 Alton,-0.5517779625229886,Data not enough,-0.5413556636834498,0.9216660253283264,Not enough data
Super 8 Anderson,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Super 8 Augusta,0.028046760474069433,0.37641564835710917,0.22277660821135037,-0.5550934318262581,Not enough data
Super 8 Bakersfield,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Super 8 Bloomington/Airport,-0.17840647668210366,0.01564583356491851,Data not enough,0.2828285949616107,Not enough data
Super 8 By Wyndham Phoenix Metro North,0.31475493196209436,0.07704824571058502,Data not enough,-0.5197472329386374,Not enough data
Super 8 Columbia,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Super 8 Crawfordsville,Data not enough,0.008241102429129506,0.5741794780172063,-0.6353656348256126,Not enough data
Super 8 Delavan Near Lake Geneva,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Super 8 Dubois,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
"Super 8 Fairview Heights, St. Louis",Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Super 8 Forney,0.10743242632250183,-0.9147293985021289,0.8072969721796271,Data not enough,Not enough data
Super 8 Franklin,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Super 8 Freeport,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Super 8 Indio,0.9999999999999999,Data not enough,-0.9999999999999999,Data not enough,0.9999999999999999
Super 8 Lavonia,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Super 8 Midland,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Super 8 Monticello,0.5762601144013416,Data not enough,Data not enough,-0.5762601144013415,Not enough data
Super 8 Port Royal/beaufort,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Super 8 Richfield Area,-0.9999999999999999,Data not enough,Data not enough,0.9999999999999999,Not enough data
Super 8 St Cloud,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Super 8 Vandalia/dayton International Airport,Data not enough,0.356769248676569,-0.5745588129797555,0.3066741220016986,Not enough data
