Unnamed: 0,Hotel Name,Province,Postal,Category,SubCategory,Compound Sentiment,Total Reviews,Average Rating
568,Days Inn Apple Valley Sevierville,TN,37862,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Excavating contractors,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,3
569,Days Inn Baltimore South/Glen Burnie,MD,21061,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,42,3
570,Days Inn Chincoteague Island,VA,23336,Hotel,Accommodation & Food Services,1,13,3
571,Days Inn College Park Airport Best Road,GA,30337,"Motel,  Lodging,  Hotel",Accommodation & Food Services,-1,1,1
572,Days Inn Columbus Airport,OH,43219,"Motel,  Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
573,Days Inn Columbus East,OH,43068,Hotel,Accommodation & Food Services,1,2,4
574,Days Inn Elk Grove Village/chicago/ohare Airport West,IL,60007,"Hotel & Motel reservations,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,-0,3,1
575,Days Inn Faribault,MN,55021,"Hotel & Motel reservations,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
576,Days Inn Fayetteville,AR,72704,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-1,2,1
577,Days Inn Fort Wayne,IN,46825,"Budget Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,3
578,Days Inn Gillette,WY,82718,"Hotel & Motel reservations,  Budget Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,8,4
579,Days Inn Greeley,CO,80634,"Budget Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,5,4
580,Days Inn Jackson,OH,45640,"Budget Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,0,2,3
581,Days Inn Kokopelli Sedona,AZ,86351,"Bed Breakfasts,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
582,Days Inn Mattoon,IL,61938,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,8,4
583,Days Inn Maui Oceanfront,HI,96753,"Condominiums,  Hotel & Motel reservations,  Restaurant,  Hotel & Motel,  American,  Hotel",Accommodation & Food Services,1,5,4
584,Days Inn Milledgeville,GA,31061,"Budget Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,3
585,Days Inn Moose Lake,MN,55767,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,2,4
586,Days Inn Oklahoma City/Moore,OK,73149,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,5,4
587,Days Inn Perry Near Fairgrounds,GA,31069,Hotel,Accommodation & Food Services,-1,2,2
588,Days Inn Portage,WI,53901,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,3
589,Days Inn Princeton,IL,61356,"Travel & Transport,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,-1,2,2
590,Days Inn Reading Wyomissing,PA,19610,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,-1,4,4
591,Days Inn Savannah,TN,38372,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,1,4
592,Days Inn St. Louis - Lindbergh Boulevard,MO,63127,Hotel,Accommodation & Food Services,1,6,4
593,Days Inn Suites Big Spring,TX,79720,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,2,5
594,Days Inn Wheelersburg Portsmouth,OH,45694,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,-1,1,1
595,Days Inn-ellis,KS,67637,"Hotel & Motel reservations,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
596,Days Inn-jfk Airport,NY,11434,"Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,2,4
597,Daytona Shores Inn And Suites,FL,32118,"Hotel & Motel,  Hotel,  Resorts",Accommodation & Food Services,1,3,3
598,Deer Crest Resort,CO,80517,"Resorts,  Travel & Transport,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,7,4
599,Deer Trail Motel,WI,53965,"Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
600,Desert Hills Motel,OK,74112,"Bed & Breakfast & Inns,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
601,Desert Inn Motel,CA,92311,"Resorts,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,3
602,Desert Lodge,CA,92264,"Hotel & Motel,  Hotel,  Beauty",Accommodation & Food Services,1,4,2
603,Diamond Hotel,WI,53965,"Hotel & Motel,  Hotel",Accommodation & Food Services,-1,1,1
604,Diamond Inn,CA,90303,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
605,Dillon Motel,CO,80829,"Hotel & Motel,  Motel,  Lodging,  Hotel",Accommodation & Food Services,1,4,4
606,Disney's Saratoga Springs Resort & Spa,FL,32830,"Resort,  Resorts,  Luxury Hotel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,15,4
607,Dolphin Key Resort,FL,33904,"Hotel & Motel,  Hotel,  Resort,  Resorts",Accommodation & Food Services,1,1,4
608,Dolphyn Motel,NH,3842,"Motel,  Hotel & Motel,  Lodging,  Hotel",Accommodation & Food Services,-0,1,1
609,DoubleTree by Hilton Golf Resort San Diego,CA,92129,"Golf Course,  Hotel,  Resort",Arts Entertainment & Recreation,0,2,3
610,DoubleTree by Hilton Hotel Metropolitan - New York City,NY,10022-7562,Hotel,Accommodation & Food Services,1,1,5
611,DoubleTree by Hilton Hotel Orlando at SeaWorld,FL,32821,"Boutique Hotel,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Luxury Hotel,  Conference Convention Centers,  Hotel & Motel,  Meeting Room,  Bars Clubs,  Conference Room,  Hotel",Accommodation & Food Services,1,2,4
612,DoubleTree by Hilton Hotel Washington DC - Silver Spring,MD,20910,Hotel,Accommodation & Food Services,1,42,4
613,Doubletree by Hilton Hotel Reading,PA,19601,"Hotel & Motel,  Hotel,  Wedding Sites,  Meeting Facilities",Accommodation & Food Services,1,2,5
614,Dover Inn,DE,19901,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,0,1,2
615,Downsville Motel,NY,13755,"Motel,  Lodging,  Hotel",Accommodation & Food Services,1,1,4
616,Drury Inn & Suites Atlanta Airport,GA,30344-5228,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Business Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,29,4
617,Drury Inn & Suites Charlotte Northlake,NC,28216,"Hotel & Motel reservations,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,25,5
618,Drury Inn & Suites St Louis Fenton,MO,63026,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Bed and Breakfast and Inns,  Hotel",Accommodation & Food Services,1,1,5
619,Drury Inn Bowling Green,KY,42104,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,8,4
620,Drury Inn St Louis Collinsville,IL,62234,"Hotel & Motel reservations,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
621,Drury Inn Suites Austin North,TX,78752,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
622,Drury Inn Suites Dayton North,OH,45414,"Hotel & Motel reservations,  Bed & Breakfast & Inns,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,7,5
623,"Drury Inn Suites Jackson, MO",MO,63755,"Hotel & Motel reservations,  Lodging,  Motel,  Hotel & Motel,  Bed and Breakfast and Inns,  Hotel",Accommodation & Food Services,1,5,5
624,Drury Inn Suites San Antonio North Stone Oak,TX,78232,"Lodging,  Hotel,  Motel",Accommodation & Food Services,1,1,4
625,Drury Inn Suites San Antonio Riverwalk,TX,78205,"Lodging,  Hotel,  Motel",Accommodation & Food Services,1,5,4
626,Drury Inn Suites Sikeston,MO,63801,"Motel and Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,5
627,Drury Inn Suites St. Louis Convention Center,MO,63102,"Hotel & Motel reservations,  Hotel Downtown East,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,5
628,Drury Plaza Hotel Indianapolis Carmel,IN,46290,"Hotel & Motel reservations,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
629,Drury Plaza Hotel Nashville Franklin,TN,37067,"Hotel & Motel reservations,  Lodging,  Hotel Bar,  Hotel & Motel,  Motel,  Bed and Breakfast and Inns,  Hotel",Accommodation & Food Services,1,6,5
630,Drury Plaza Hotel St. Louis at the Arch,MO,63102,"Bed Breakfast,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,11,4
631,Dunes Village Resort,SC,29577,"Condominium Operators,  Resort,  Resorts,  Hotel & Motel,  Home (private),  Hotel",Accommodation & Food Services,1,6,4
632,Echo Sails Motel,FL,33767,"Hotel & Motel reservations,  Lodging,  Apartments,  Hotel & Motel,  Motel,  Hotel",Accommodation & Food Services,1,1,5
657,Econo Lodge,VA,24501,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,0,1,3
656,Econo Lodge,VA,23320,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,2
655,Econo Lodge,VA,23227,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-1,1,1
654,Econo Lodge,TN,37047,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-0,2,2
653,Econo Lodge,OR,97330,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
652,Econo Lodge,OH,45840,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,2
651,Econo Lodge,OH,43528,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,3
650,Econo Lodge,NC,27522,"Wholesale Motel Hotel Equipment,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Hotel & Motel consultants,  Family-friendly Hotel,  Motel Hotel Consultants,  Motel & Hotel Consultants,  Lodging,  Motel,  Hotel & Motel,  Wholesale Motel & Hotel Equipment,  Hotel,  Corporate Lodging","Wholesale Trade,Accommodation & Food Services",1,1,5
649,Econo Lodge,MT,59101,"Hotel & Motel mgmt.,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,3
648,Econo Lodge,MS,39183,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,1,5
647,Econo Lodge,MO,65536,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
646,Econo Lodge,MI,49829,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,0,1,5
645,Econo Lodge,MD,21851,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-1,2,2
644,Econo Lodge,MA,1201,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,3
643,Econo Lodge,LA,70126-5016,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-1,1,1
642,Econo Lodge,LA,70053,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,-1,1,2
641,Econo Lodge,KS,67601,"Hays,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
640,Econo Lodge,IA,52241,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-1,1,1
639,Econo Lodge,GA,30824,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,0,1,5
638,Econo Lodge,GA,30286,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,4,2
637,Econo Lodge,GA,30101,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-0,1,1
636,Econo Lodge,FL,32536,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,0,2,2
635,Econo Lodge,FL,32218,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,2
634,Econo Lodge,CA,90660,"Travel & Transport,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-1,2,3
633,Econo Lodge,AR,72632,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,1,5
658,Econo Lodge,WV,26651,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
659,Econo Lodge Downtown,KY,40202,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,1,4
660,Econo Lodge Inn & Suites,PA,18661,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
661,Econo Lodge Inn Suites,IA,52722,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,2,4
662,Econo Lodge Inn Suites,NH,3276,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,3
663,Econo Lodge Inn Suites,SC,29615,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,0,1,1
664,Econo Lodge Inn Suites,TN,37601,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,-0,1,2
665,Econo Lodge Inn Suites Central,OR,97501,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,1,2,4
666,Econo Lodge Inn and Suites,TN,37055,"Lodging,  Hotel,  Corporate Lodging,  Motel",Accommodation & Food Services,0,1,3
667,Econo Lodge South,MI,49770,"Hotel & Motel reservations,  Budget Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-1,1,1
668,EconoLodge,NJ,8360,"Hotel & Motel reservations,  Motel,  Banquet facilities,  Hotel & Motel,  Hotel",Accommodation & Food Services,-1,2,1
669,Econolodge,GA,31069,"Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
670,Economy Inn,AR,72012,"Budget Hotel,  Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,-1,1,2
671,Economy Inn,NC,28540,"Hotel and Lodging,  Budget Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,-1,1,1
672,Economy Inn,NC,28779,"Budget Hotel,  Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,1
673,Economy Inn,OK,74107,"Budget Hotel,  Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,0,1,1
674,Economy Inn,TN,37411,"Motel,  Hotel & Motel,  Lodging,  Hotel",Accommodation & Food Services,0,1,1
675,Economy Inn Suites,KY,42420,"Accommodations & Lodging,  Hotel,  Apartment Hotel,  Lodging,  Motel,  Hotel & Motel,  Banquet Halls Reception Facilities,  Hotel-apartment",Accommodation & Food Services,1,2,4
676,Eden Roc Inn & Suites,CA,92802-3407,"Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,9,4
677,El Toro Motel,CA,93401,"Hotel & Motel reservations,  Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
678,Element Basalt - Aspen,CO,81621,"Hotel & Motel Consultants,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,0,2,4
679,Element Denver Park Meadows,CO,80124,"Hotel & Motel reservations,  Tourist Hotel,  Ski Resorts,  Business Hotel,  Family-friendly Hotel,  Resorts,  Luxury Hotel,  Lodging,  Hotel & Motel,  Boutique Hotel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,5,4
680,Element Fargo,ND,58078,"Hotel & Motel Consultants,  Hotel & Motel reservations,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
681,Element Harrison - Newark,NJ,7029,"Hotel & Motel Consultants,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,4
682,Elmwood Motor Court,ME,4064,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,2,4
683,Embassy Suites by Hilton Baltimore at BWI Airport,MD,21090,"Lodging,  Conference Room,  Hotel,  Meeting Room",Accommodation & Food Services,1,26,4
684,Embassy Suites by Hilton Boston at Logan Airport,MA,02128-2213,"Hotel,  Hotel & Motel,  Meeting Facilities,  Wedding Sites",Accommodation & Food Services,1,1,5
685,Embassy Suites by Hilton Crystal City National Airport,VA,22202,"Meeting Room,  Conference Room,  Hotel,  Lodging",Accommodation & Food Services,1,83,4
686,Embassy Suites by Hilton Nashville Airport,TN,37214,"Meeting Room,  Conference Room,  Hotel,  Lodging",Accommodation & Food Services,1,1,5
687,Embassy Suites by Hilton Philadelphia - Center City,PA,19103-1211,"Hotel,  Hotel & Motel,  Meeting Facilities,  Wedding Sites",Accommodation & Food Services,1,1,4
688,Emerald Isle Hotel,MI,49782,"Hotel & Motel,  Hotel,  Skiing equipment rental",Accommodation & Food Services,1,2,4
689,Empress Hotel,LA,70116,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,-0,6,2
690,Enchanted Isle Resort,FL,33019,"Resorts,  Lodging,  Apartments,  Hotel & Motel,  Motel,  Hotel",Accommodation & Food Services,1,2,4
691,Esmeralda Inn,NC,28720,"Hotel and American Restaurant,  American Restaurant,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,8,5
692,Executive Inn,TX,76437,"Bed & Breakfast & Inns,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
693,Executive Inn,TX,77423,"Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,-1,1,1
694,Extended Stay America - Atlanta - Clairmont,GA,30329-1015,"Hotel-Apartment,  Lodging,  Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,5
695,Extended Stay America - Atlanta - Perimeter - Hammond Drive,GA,30328-5329,"Hotel-Apartment,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,0,1,1
696,Extended Stay America - Detroit/Ann Arbor - University South,MI,48108,"Hotel-Apartment,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,3
697,Extended Stay America Atlanta - Duluth,GA,30096,"Hotel-Apartment,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,4,3
698,Extended Stay America Charlotte - Pineville - Pineville Matthews Rd.,NC,28226,"Hotel-Apartment,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
699,Extended Stay America Destin - US 98 - Emerald Coast Pkwy.,FL,32541,"Hotel-Apartment,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
700,Extended Stay America Fort Worth - Southwest,TX,76132,"Hotel-Apartment,  Lodging,  Motel,  furnished apartments,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,2
701,Extended Stay America Hampton - Coliseum,VA,23666,"Hotel-Apartment,  Lodging,  Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,11,3
702,Extended Stay America Syracuse - Dewitt,NY,13057,"Hotel-Apartment,  Motel,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
703,Extended Stay America Washington D.C. - Fairfax,VA,22033,"Hotel-Apartment,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
